"Cholera due to Vibrio cholerae 01, biovar cholerae",A000
"Burkitt lymphoma, extranodal and solid organ sites",C837
"Other non-follicular lymphoma, unspecified site",C838
"Other non-follicular lymphoma, lymph nodes of head, face, and neck",C838
"Other non-follicular lymphoma, intrathoracic lymph nodes",C838
"Other non-follicular lymphoma, intra-abdominal lymph nodes",C838
"Other non-follicular lymphoma, lymph nodes of axilla and upper limb",C838
"Other non-follicular lymphoma, lymph nodes of inguinal region and lower limb",C838
"Other non-follicular lymphoma, intrapelvic lymph nodes",C838
"Other non-follicular lymphoma, spleen",C838
"Other non-follicular lymphoma, lymph nodes of multiple sites",C838
"Other non-follicular lymphoma, extranodal and solid organ sites",C838
"Non-follicular (diffuse) lymphoma, unspecified, unspecified site",C839
"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of head, face, and neck",C839
"Non-follicular (diffuse) lymphoma, unspecified, intrathoracic lymph nodes",C839
"Non-follicular (diffuse) lymphoma, unspecified, intra-abdominal lymph nodes",C839
"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb",C839
"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of inguinal region and lower limb",C839
"Non-follicular (diffuse) lymphoma, unspecified, intrapelvic lymph nodes",C839
"Non-follicular (diffuse) lymphoma, unspecified, spleen",C839
"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of multiple sites",C839
"Non-follicular (diffuse) lymphoma, unspecified, extranodal and solid organ sites",C839
"Mycosis fungoides, unspecified site",C840
"Mycosis fungoides, lymph nodes of head, face, and neck",C840
"Mycosis fungoides, intrathoracic lymph nodes",C840
"Mycosis fungoides, intra-abdominal lymph nodes",C840
"Mycosis fungoides, lymph nodes of axilla and upper limb",C840
"Mycosis fungoides, lymph nodes of inguinal region and lower limb",C840
"Mycosis fungoides, intrapelvic lymph nodes",C840
"Mycosis fungoides, spleen",C840
"Mycosis fungoides, lymph nodes of multiple sites",C840
"Mycosis fungoides, extranodal and solid organ sites",C840
"Sezary disease, unspecified site",C841
"Sezary disease, lymph nodes of head, face, and neck",C841
"Sezary disease, intrathoracic lymph nodes",C841
"Sezary disease, intra-abdominal lymph nodes",C841
"Sezary disease, lymph nodes of axilla and upper limb",C841
"Sezary disease, lymph nodes of inguinal region and lower limb",C841
"Sezary disease, intrapelvic lymph nodes",C841
"Sezary disease, spleen",C841
"Sezary disease, lymph nodes of multiple sites",C841
"Sezary disease, extranodal and solid organ sites",C841
"Peripheral T-cell lymphoma, not classified, unspecified site",C844
"Peripheral T-cell lymphoma, not classified, lymph nodes of head, face, and neck",C844
"Peripheral T-cell lymphoma, not classified, intrathoracic lymph nodes",C844
"Peripheral T-cell lymphoma, not classified, intra-abdominal lymph nodes",C844
"Peripheral T-cell lymphoma, not classified, lymph nodes of axilla and upper limb",C844
"Peripheral T-cell lymphoma, not classified, lymph nodes of inguinal region and lower limb",C844
"Peripheral T-cell lymphoma, not classified, intrapelvic lymph nodes",C844
"Peripheral T-cell lymphoma, not classified, spleen",C844
"Peripheral T-cell lymphoma, not classified, lymph nodes of multiple sites",C844
"Peripheral T-cell lymphoma, not classified, extranodal and solid organ sites",C844
"Anaplastic large cell lymphoma, ALK-positive, unspecified site",C846
"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of head, face, and neck",C846
"Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes",C846
"Anaplastic large cell lymphoma, ALK-positive, intra-abdominal lymph nodes",C846
"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of axilla and upper limb",C846
"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of inguinal region and lower limb",C846
"Anaplastic large cell lymphoma, ALK-positive, intrapelvic lymph nodes",C846
"Anaplastic large cell lymphoma, ALK-positive, spleen",C846
"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of multiple sites",C846
"Anaplastic large cell lymphoma, ALK-positive, extranodal and solid organ sites",C846
"Anaplastic large cell lymphoma, ALK-negative, unspecified site",C847
"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of head, face, and neck",C847
"Anaplastic large cell lymphoma, ALK-negative, intrathoracic lymph nodes",C847
"Anaplastic large cell lymphoma, ALK-negative, intra-abdominal lymph nodes",C847
"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of axilla and upper limb",C847
"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of inguinal region and lower limb",C847
"Anaplastic large cell lymphoma, ALK-negative, intrapelvic lymph nodes",C847
"Anaplastic large cell lymphoma, ALK-negative, spleen",C847
"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of multiple sites",C847
"Anaplastic large cell lymphoma, ALK-negative, extranodal and solid organ sites",C847
"Mature T/NK-cell lymphomas, unspecified, unspecified site",C849
"Mature T/NK-cell lymphomas, unspecified, lymph nodes of head, face, and neck",C849
"Mature T/NK-cell lymphomas, unspecified, intrathoracic lymph nodes",C849
"Mature T/NK-cell lymphomas, unspecified, intra-abdominal lymph nodes",C849
"Mature T/NK-cell lymphomas, unspecified, lymph nodes of axilla and upper limb",C849
"Mature T/NK-cell lymphomas, unspecified, lymph nodes of inguinal region and lower limb",C849
"Mature T/NK-cell lymphomas, unspecified, intrapelvic lymph nodes",C849
"Mature T/NK-cell lymphomas, unspecified, spleen",C849
"Mature T/NK-cell lymphomas, unspecified, lymph nodes of multiple sites",C849
"Mature T/NK-cell lymphomas, unspecified, extranodal and solid organ sites",C849
"Cutaneous T-cell lymphoma, unspecified, unspecified site",C84A
"Cutaneous T-cell lymphoma, unspecified lymph nodes of head, face, and neck",C84A
"Cutaneous T-cell lymphoma, unspecified, intrathoracic lymph nodes",C84A
"Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes",C84A
"Cutaneous T-cell lymphoma, unspecified, lymph nodes of axilla and upper limb",C84A
"Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb",C84A
"Cutaneous T-cell lymphoma, unspecified, intrapelvic lymph nodes",C84A
"Cutaneous T-cell lymphoma, unspecified, spleen",C84A
"Cutaneous T-cell lymphoma, unspecified, lymph nodes of multiple sites",C84A
"Cutaneous T-cell lymphoma, unspecified, extranodal and solid organ sites",C84A
"Other mature T/NK-cell lymphomas, unspecified site",C84Z
"Other mature T/NK-cell lymphomas, lymph nodes of head, face, and neck",C84Z
"Other mature T/NK-cell lymphomas, intrathoracic lymph nodes",C84Z
"Other mature T/NK-cell lymphomas, intra-abdominal lymph nodes",C84Z
"Other mature T/NK-cell lymphomas, lymph nodes of axilla and upper limb",C84Z
"Other mature T/NK-cell lymphomas, lymph nodes of inguinal region and lower limb",C84Z
"Other mature T/NK-cell lymphomas, intrapelvic lymph nodes",C84Z
"Other mature T/NK-cell lymphomas, spleen",C84Z
"Other mature T/NK-cell lymphomas, lymph nodes of multiple sites",C84Z
"Other mature T/NK-cell lymphomas, extranodal and solid organ sites",C84Z
"Unspecified B-cell lymphoma, unspecified site",C851
"Unspecified B-cell lymphoma, lymph nodes of head, face, and neck",C851
"Unspecified B-cell lymphoma, intrathoracic lymph nodes",C851
"Unspecified B-cell lymphoma, intra-abdominal lymph nodes",C851
"Unspecified B-cell lymphoma, lymph nodes of axilla and upper limb",C851
"Unspecified B-cell lymphoma, lymph nodes of inguinal region and lower limb",C851
"Unspecified B-cell lymphoma, intrapelvic lymph nodes",C851
"Unspecified B-cell lymphoma, spleen",C851
"Unspecified B-cell lymphoma, lymph nodes of multiple sites",C851
"Unspecified B-cell lymphoma, extranodal and solid organ sites",C851
"Mediastinal (thymic) large B-cell lymphoma, unspecified site",C852
"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck",C852
"Mediastinal (thymic) large B-cell lymphoma, intrathoracic lymph nodes",C852
"Mediastinal (thymic) large B-cell lymphoma, intra-abdominal lymph nodes",C852
"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb",C852
"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb",C852
"Mediastinal (thymic) large B-cell lymphoma, intrapelvic lymph nodes",C852
"Mediastinal (thymic) large B-cell lymphoma, spleen",C852
"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of multiple sites",C852
"Mediastinal (thymic) large B-cell lymphoma, extranodal and solid organ sites",C852
"Other specified types of non-Hodgkin lymphoma, unspecified site",C858
"Other specified types of non-Hodgkin lymphoma, lymph nodes of head, face, and neck",C858
"Other specified types of non-Hodgkin lymphoma, intrathoracic lymph nodes",C858
"Other specified types of non-Hodgkin lymphoma, intra-abdominal lymph nodes",C858
"Other specified types of non-Hodgkin lymphoma, lymph nodes of axilla and upper limb",C858
"Other specified types of non-Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",C858
"Other specified types of non-Hodgkin lymphoma, intrapelvic lymph nodes",C858
"Other specified types of non-Hodgkin lymphoma, spleen",C858
"Other specified types of non-Hodgkin lymphoma, lymph nodes of multiple sites",C858
"Other specified types of non-Hodgkin lymphoma, extranodal and solid organ sites",C858
"Non-Hodgkin lymphoma, unspecified, unspecified site",C859
"Non-Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",C859
"Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",C859
"Non-Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",C859
"Non-Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",C859
"Non-Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",C859
"Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",C859
"Non-Hodgkin lymphoma, unspecified, spleen",C859
"Non-Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",C859
"Non-Hodgkin lymphoma, unspecified, extranodal and solid organ sites",C859
"Extranodal NK/T-cell lymphoma, nasal type",C860
Hepatosplenic T-cell lymphoma,C861
Enteropathy-type (intestinal) T-cell lymphoma,C862
Subcutaneous panniculitis-like T-cell lymphoma,C863
Blastic NK-cell lymphoma,C864
Angioimmunoblastic T-cell lymphoma,C865
Primary cutaneous CD30-positive T-cell proliferations,C866
Waldenstrom macroglobulinemia,C880
Heavy chain disease,C882
Immunoproliferative small intestinal disease,C883
Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma],C884
Other malignant immunoproliferative diseases,C888
"Malignant immunoproliferative disease, unspecified",C889
Multiple myeloma not having achieved remission,C900
Multiple myeloma in remission,C900
Multiple myeloma in relapse,C900
Plasma cell leukemia not having achieved remission,C901
Plasma cell leukemia in remission,C901
Plasma cell leukemia in relapse,C901
Extramedullary plasmacytoma not having achieved remission,C902
Extramedullary plasmacytoma in remission,C902
Extramedullary plasmacytoma in relapse,C902
Solitary plasmacytoma not having achieved remission,C903
Solitary plasmacytoma in remission,C903
Solitary plasmacytoma in relapse,C903
Acute lymphoblastic leukemia not having achieved remission,C910
"Acute lymphoblastic leukemia, in remission",C910
"Acute lymphoblastic leukemia, in relapse",C910
Chronic lymphocytic leukemia of B-cell type not having achieved remission,C911
Chronic lymphocytic leukemia of B-cell type in remission,C911
Chronic lymphocytic leukemia of B-cell type in relapse,C911
Prolymphocytic leukemia of B-cell type not having achieved remission,C913
"Prolymphocytic leukemia of B-cell type, in remission",C913
"Prolymphocytic leukemia of B-cell type, in relapse",C913
Hairy cell leukemia not having achieved remission,C914
"Hairy cell leukemia, in remission",C914
"Hairy cell leukemia, in relapse",C914
Adult T-cell lymphoma/leukemia (HTLV-1-associated) not having achieved remission,C915
"Adult T-cell lymphoma/leukemia (HTLV-1-associated), in remission",C915
"Adult T-cell lymphoma/leukemia (HTLV-1-associated), in relapse",C915
Prolymphocytic leukemia of T-cell type not having achieved remission,C916
"Prolymphocytic leukemia of T-cell type, in remission",C916
"Prolymphocytic leukemia of T-cell type, in relapse",C916
"Lymphoid leukemia, unspecified not having achieved remission",C919
"Lymphoid leukemia, unspecified, in remission",C919
"Lymphoid leukemia, unspecified, in relapse",C919
Mature B-cell leukemia Burkitt-type not having achieved remission,C91A
"Mature B-cell leukemia Burkitt-type, in remission",C91A
"Mature B-cell leukemia Burkitt-type, in relapse",C91A
Other lymphoid leukemia not having achieved remission,C91Z
"Other lymphoid leukemia, in remission",C91Z
"Other lymphoid leukemia, in relapse",C91Z
"Acute myeloblastic leukemia, not having achieved remission",C920
"Acute myeloblastic leukemia, in remission",C920
"Acute myeloblastic leukemia, in relapse",C920
"Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission",C921
"Chronic myeloid leukemia, BCR/ABL-positive, in remission",C921
"Chronic myeloid leukemia, BCR/ABL-positive, in relapse",C921
"Atypical chronic myeloid leukemia, BCR/ABL-negative, not having achieved remission",C922
"Atypical chronic myeloid leukemia, BCR/ABL-negative, in remission",C922
"Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse",C922
"Myeloid sarcoma, not having achieved remission",C923
"Myeloid sarcoma, in remission",C923
"Myeloid sarcoma, in relapse",C923
"Acute promyelocytic leukemia, not having achieved remission",C924
"Acute promyelocytic leukemia, in remission",C924
"Acute promyelocytic leukemia, in relapse",C924
"Acute myelomonocytic leukemia, not having achieved remission",C925
"Acute myelomonocytic leukemia, in remission",C925
"Acute myelomonocytic leukemia, in relapse",C925
Acute myeloid leukemia with 11q23-abnormality not having achieved remission,C926
Acute myeloid leukemia with 11q23-abnormality in remission,C926
Acute myeloid leukemia with 11q23-abnormality in relapse,C926
"Myeloid leukemia, unspecified, not having achieved remission",C929
"Myeloid leukemia, unspecified in remission",C929
"Myeloid leukemia, unspecified in relapse",C929
"Acute myeloid leukemia with multilineage dysplasia, not having achieved remission",C92A
"Acute myeloid leukemia with multilineage dysplasia, in remission",C92A
"Acute myeloid leukemia with multilineage dysplasia, in relapse",C92A
Other myeloid leukemia not having achieved remission,C92Z
"Other myeloid leukemia, in remission",C92Z
"Other myeloid leukemia, in relapse",C92Z
"Acute monoblastic/monocytic leukemia, not having achieved remission",C930
"Acute monoblastic/monocytic leukemia, in remission",C930
"Acute monoblastic/monocytic leukemia, in relapse",C930
Chronic myelomonocytic leukemia not having achieved remission,C931
"Chronic myelomonocytic leukemia, in remission",C931
"Chronic myelomonocytic leukemia, in relapse",C931
"Juvenile myelomonocytic leukemia, not having achieved remission",C933
"Juvenile myelomonocytic leukemia, in remission",C933
"Juvenile myelomonocytic leukemia, in relapse",C933
"Monocytic leukemia, unspecified, not having achieved remission",C939
"Monocytic leukemia, unspecified in remission",C939
"Monocytic leukemia, unspecified in relapse",C939
"Other monocytic leukemia, not having achieved remission",C93Z
"Other monocytic leukemia, in remission",C93Z
"Other monocytic leukemia, in relapse",C93Z
"Acute erythroid leukemia, not having achieved remission",C940
"Acute erythroid leukemia, in remission",C940
"Acute erythroid leukemia, in relapse",C940
Acute megakaryoblastic leukemia not having achieved remission,C942
"Acute megakaryoblastic leukemia, in remission",C942
"Acute megakaryoblastic leukemia, in relapse",C942
Mast cell leukemia not having achieved remission,C943
"Mast cell leukemia, in remission",C943
"Mast cell leukemia, in relapse",C943
Acute panmyelosis with myelofibrosis not having achieved remission,C944
"Acute panmyelosis with myelofibrosis, in remission",C944
"Acute panmyelosis with myelofibrosis, in relapse",C944
"Myelodysplastic disease, not classified",C946
Other specified leukemias not having achieved remission,C948
"Other specified leukemias, in remission",C948
"Other specified leukemias, in relapse",C948
Acute leukemia of unspecified cell type not having achieved remission,C950
"Acute leukemia of unspecified cell type, in remission",C950
"Acute leukemia of unspecified cell type, in relapse",C950
Chronic leukemia of unspecified cell type not having achieved remission,C951
"Chronic leukemia of unspecified cell type, in remission",C951
"Chronic leukemia of unspecified cell type, in relapse",C951
"Leukemia, unspecified not having achieved remission",C959
"Leukemia, unspecified, in remission",C959
"Leukemia, unspecified, in relapse",C959
Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis,C960
Malignant mast cell tumor,C962
Sarcoma of dendritic cells (accessory cells),C964
Multifocal and unisystemic Langerhans-cell histiocytosis,C965
Unifocal Langerhans-cell histiocytosis,C966
"Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",C969
Histiocytic sarcoma,C96A
"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96Z
"Carcinoma in situ of oral cavity, unspecified site",D000
Carcinoma in situ of labial mucosa and vermilion border,D000
Carcinoma in situ of buccal mucosa,D000
Carcinoma in situ of gingiva and edentulous alveolar ridge,D000
Carcinoma in situ of soft palate,D000
Carcinoma in situ of hard palate,D000
Carcinoma in situ of floor of mouth,D000
Carcinoma in situ of tongue,D000
Carcinoma in situ of pharynx,D000
Carcinoma in situ of esophagus,D001
Carcinoma in situ of stomach,D002
Carcinoma in situ of colon,D010
Carcinoma in situ of rectosigmoid junction,D011
Carcinoma in situ of rectum,D012
Carcinoma in situ of anus and anal canal,D013
Carcinoma in situ of unspecified part of intestine,D014
Carcinoma in situ of other parts of intestine,D014
"Carcinoma in situ of liver, gallbladder and bile ducts",D015
Carcinoma in situ of other specified digestive organs,D017
"Carcinoma in situ of digestive organ, unspecified",D019
Carcinoma in situ of larynx,D020
Carcinoma in situ of trachea,D021
Carcinoma in situ of unspecified bronchus and lung,D022
Carcinoma in situ of right bronchus and lung,D022
Carcinoma in situ of left bronchus and lung,D022
Carcinoma in situ of other parts of respiratory system,D023
"Carcinoma in situ of respiratory system, unspecified",D024
Melanoma in situ of lip,D030
"Melanoma in situ of unspecified eyelid, including canthus",D031
"Melanoma in situ of right eyelid, including canthus",D031
"Melanoma in situ of left eyelid, including canthus",D031
Melanoma in situ of unspecified ear and external auricular canal,D032
Melanoma in situ of right ear and external auricular canal,D032
Melanoma in situ of left ear and external auricular canal,D032
Melanoma in situ of unspecified part of face,D033
Melanoma in situ of other parts of face,D033
Melanoma in situ of scalp and neck,D034
Melanoma in situ of anal skin,D035
Melanoma in situ of breast (skin) (soft tissue),D035
Melanoma in situ of other part of trunk,D035
"Melanoma in situ of unspecified upper limb, including shoulder",D036
"Melanoma in situ of right upper limb, including shoulder",D036
"Melanoma in situ of left upper limb, including shoulder",D036
"Melanoma in situ of unspecified lower limb, including hip",D037
"Melanoma in situ of right lower limb, including hip",D037
"Melanoma in situ of left lower limb, including hip",D037
Melanoma in situ of other sites,D038
"Melanoma in situ, unspecified",D039
Carcinoma in situ of skin of lip,D040
"Carcinoma in situ of skin of unspecified eyelid, including canthus",D041
"Carcinoma in situ of skin of right eyelid, including canthus",D041
"Carcinoma in situ of skin of left eyelid, including canthus",D041
Carcinoma in situ of skin of unspecified ear and external auricular canal,D042
Carcinoma in situ of skin of right ear and external auricular canal,D042
Carcinoma in situ of skin of left ear and external auricular canal,D042
Carcinoma in situ of skin of unspecified part of face,D043
Carcinoma in situ of skin of other parts of face,D043
Carcinoma in situ of skin of scalp and neck,D044
Carcinoma in situ of skin of trunk,D045
"Carcinoma in situ of skin of unspecified upper limb, including shoulder",D046
"Carcinoma in situ of skin of right upper limb, including shoulder",D046
"Carcinoma in situ of skin of left upper limb, including shoulder",D046
"Carcinoma in situ of skin of unspecified lower limb, including hip",D047
"Carcinoma in situ of skin of right lower limb, including hip",D047
"Carcinoma in situ of skin of left lower limb, including hip",D047
Carcinoma in situ of skin of other sites,D048
"Carcinoma in situ of skin, unspecified",D049
Lobular carcinoma in situ of unspecified breast,D050
Lobular carcinoma in situ of right breast,D050
Lobular carcinoma in situ of left breast,D050
Intraductal carcinoma in situ of unspecified breast,D051
Intraductal carcinoma in situ of right breast,D051
Intraductal carcinoma in situ of left breast,D051
Other specified type of carcinoma in situ of unspecified breast,D058
Other specified type of carcinoma in situ of right breast,D058
Other specified type of carcinoma in situ of left breast,D058
Unspecified type of carcinoma in situ of unspecified breast,D059
Unspecified type of carcinoma in situ of right breast,D059
Unspecified type of carcinoma in situ of left breast,D059
Carcinoma in situ of endocervix,D060
Carcinoma in situ of exocervix,D061
Carcinoma in situ of other parts of cervix,D067
"Carcinoma in situ of cervix, unspecified",D069
Carcinoma in situ of endometrium,D070
Carcinoma in situ of vulva,D071
Carcinoma in situ of vagina,D072
Carcinoma in situ of unspecified female genital organs,D073
Carcinoma in situ of other female genital organs,D073
Carcinoma in situ of penis,D074
Carcinoma in situ of prostate,D075
Carcinoma in situ of unspecified male genital organs,D076
Carcinoma in situ of scrotum,D076
Carcinoma in situ of other male genital organs,D076
Carcinoma in situ of bladder,D090
Carcinoma in situ of unspecified urinary organ,D091
Carcinoma in situ of other urinary organs,D091
Carcinoma in situ of unspecified eye,D092
Carcinoma in situ of right eye,D092
Carcinoma in situ of left eye,D092
Carcinoma in situ of thyroid and other endocrine glands,D093
Carcinoma in situ of other specified sites,D098
"Carcinoma in situ, unspecified",D099
Benign neoplasm of lip,D100
Benign neoplasm of tongue,D101
Benign neoplasm of floor of mouth,D102
Benign neoplasm of unspecified part of mouth,D103
Benign neoplasm of other parts of mouth,D103
Benign neoplasm of tonsil,D104
Benign neoplasm of other parts of oropharynx,D105
Benign neoplasm of nasopharynx,D106
Benign neoplasm of hypopharynx,D107
"Benign neoplasm of pharynx, unspecified",D109
Benign neoplasm of parotid gland,D110
Benign neoplasm of other major salivary glands,D117
"Benign neoplasm of major salivary gland, unspecified",D119
Benign neoplasm of cecum,D120
Benign neoplasm of appendix,D121
Benign neoplasm of ascending colon,D122
Benign neoplasm of transverse colon,D123
Benign neoplasm of descending colon,D124
Benign neoplasm of sigmoid colon,D125
"Benign neoplasm of colon, unspecified",D126
Benign neoplasm of rectosigmoid junction,D127
Benign neoplasm of rectum,D128
Benign neoplasm of anus and anal canal,D129
Benign neoplasm of esophagus,D130
Benign neoplasm of stomach,D131
Benign neoplasm of duodenum,D132
Benign neoplasm of unspecified part of small intestine,D133
Benign neoplasm of other parts of small intestine,D133
Benign neoplasm of liver,D134
Benign neoplasm of extrahepatic bile ducts,D135
Benign neoplasm of pancreas,D136
Benign neoplasm of endocrine pancreas,D137
Benign neoplasm of ill-defined sites within the digestive system,D139
"Benign neoplasm of middle ear, nasal cavity and accessory sinuses",D140
Benign neoplasm of larynx,D141
Benign neoplasm of trachea,D142
Benign neoplasm of unspecified bronchus and lung,D143
Benign neoplasm of right bronchus and lung,D143
Benign neoplasm of left bronchus and lung,D143
"Benign neoplasm of respiratory system, unspecified",D144
Benign neoplasm of thymus,D150
Benign neoplasm of heart,D151
Benign neoplasm of mediastinum,D152
Benign neoplasm of other specified intrathoracic organs,D157
"Benign neoplasm of intrathoracic organ, unspecified",D159
Benign neoplasm of scapula and long bones of unspecified upper limb,D160
Benign neoplasm of scapula and long bones of right upper limb,D160
Benign neoplasm of scapula and long bones of left upper limb,D160
Benign neoplasm of short bones of unspecified upper limb,D161
Benign neoplasm of short bones of right upper limb,D161
Benign neoplasm of short bones of left upper limb,D161
Benign neoplasm of long bones of unspecified lower limb,D162
Benign neoplasm of long bones of right lower limb,D162
Benign neoplasm of long bones of left lower limb,D162
Benign neoplasm of short bones of unspecified lower limb,D163
Benign neoplasm of short bones of right lower limb,D163
Benign neoplasm of short bones of left lower limb,D163
Benign neoplasm of bones of skull and face,D164
Benign neoplasm of lower jaw bone,D165
Benign neoplasm of vertebral column,D166
"Benign neoplasm of ribs, sternum and clavicle",D167
"Benign neoplasm of pelvic bones, sacrum and coccyx",D168
"Benign neoplasm of bone and articular cartilage, unspecified",D169
"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck",D170
Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,D171
Benign lipomatous neoplasm of skin and subcutaneous tissue of unspecified limb,D172
Benign lipomatous neoplasm of skin and subcutaneous tissue of right arm,D172
Benign lipomatous neoplasm of skin and subcutaneous tissue of left arm,D172
Benign lipomatous neoplasm of skin and subcutaneous tissue of right leg,D172
Benign lipomatous neoplasm of skin and subcutaneous tissue of left leg,D172
Benign lipomatous neoplasm of skin and subcutaneous tissue of unspecified sites,D173
Benign lipomatous neoplasm of skin and subcutaneous tissue of other sites,D173
Benign lipomatous neoplasm of intrathoracic organs,D174
Benign lipomatous neoplasm of intra-abdominal organs,D175
Benign lipomatous neoplasm of spermatic cord,D176
Benign lipomatous neoplasm of kidney,D177
Benign lipomatous neoplasm of other genitourinary organ,D177
Benign lipomatous neoplasm of other sites,D177
"Benign lipomatous neoplasm, unspecified",D179
Hemangioma unspecified site,D180
Hemangioma of skin and subcutaneous tissue,D180
Hemangioma of intracranial structures,D180
Hemangioma of intra-abdominal structures,D180
Hemangioma of other sites,D180
"Lymphangioma, any site",D181
Benign neoplasm of mesothelial tissue of pleura,D190
Benign neoplasm of mesothelial tissue of peritoneum,D191
Benign neoplasm of mesothelial tissue of other sites,D197
"Benign neoplasm of mesothelial tissue, unspecified",D199
Benign neoplasm of soft tissue of retroperitoneum,D200
Benign neoplasm of soft tissue of peritoneum,D201
"Benign neoplasm of connective and other soft tissue of head, face and neck",D210
"Benign neoplasm of connective and other soft tissue of unspecified upper limb, including shoulder",D211
"Benign neoplasm of connective and other soft tissue of right upper limb, including shoulder",D211
"Benign neoplasm of connective and other soft tissue of left upper limb, including shoulder",D211
"Benign neoplasm of connective and other soft tissue of unspecified lower limb, including hip",D212
"Benign neoplasm of connective and other soft tissue of right lower limb, including hip",D212
"Benign neoplasm of connective and other soft tissue of left lower limb, including hip",D212
Benign neoplasm of connective and other soft tissue of thorax,D213
Benign neoplasm of connective and other soft tissue of abdomen,D214
Benign neoplasm of connective and other soft tissue of pelvis,D215
"Benign neoplasm of connective and other soft tissue of trunk, unspecified",D216
"Benign neoplasm of connective and other soft tissue, unspecified",D219
Melanocytic nevi of lip,D220
"Melanocytic nevi of unspecified eyelid, including canthus",D221
"Melanocytic nevi of right eyelid, including canthus",D221
"Melanocytic nevi of left eyelid, including canthus",D221
Melanocytic nevi of unspecified ear and external auricular canal,D222
Melanocytic nevi of right ear and external auricular canal,D222
Melanocytic nevi of left ear and external auricular canal,D222
Melanocytic nevi of unspecified part of face,D223
Melanocytic nevi of other parts of face,D223
Melanocytic nevi of scalp and neck,D224
Melanocytic nevi of trunk,D225
"Melanocytic nevi of unspecified upper limb, including shoulder",D226
"Melanocytic nevi of right upper limb, including shoulder",D226
"Melanocytic nevi of left upper limb, including shoulder",D226
"Melanocytic nevi of unspecified lower limb, including hip",D227
"Melanocytic nevi of right lower limb, including hip",D227
"Melanocytic nevi of left lower limb, including hip",D227
"Melanocytic nevi, unspecified",D229
Other benign neoplasm of skin of lip,D230
"Other benign neoplasm of skin of unspecified eyelid, including canthus",D231
"Other benign neoplasm of skin of right eyelid, including canthus",D231
"Other benign neoplasm of skin of left eyelid, including canthus",D231
Other benign neoplasm of skin of unspecified ear and external auricular canal,D232
Other benign neoplasm of skin of right ear and external auricular canal,D232
Other benign neoplasm of skin of left ear and external auricular canal,D232
Other benign neoplasm of skin of unspecified part of face,D233
Other benign neoplasm of skin of other parts of face,D233
Other benign neoplasm of skin of scalp and neck,D234
Other benign neoplasm of skin of trunk,D235
"Other benign neoplasm of skin of unspecified upper limb, including shoulder",D236
"Other benign neoplasm of skin of right upper limb, including shoulder",D236
"Other benign neoplasm of skin of left upper limb, including shoulder",D236
"Other benign neoplasm of skin of unspecified lower limb, including hip",D237
"Other benign neoplasm of skin of right lower limb, including hip",D237
"Other benign neoplasm of skin of left lower limb, including hip",D237
"Other benign neoplasm of skin, unspecified",D239
Benign neoplasm of right breast,D241
Benign neoplasm of left breast,D242
Benign neoplasm of unspecified breast,D249
Submucous leiomyoma of uterus,D250
Intramural leiomyoma of uterus,D251
Subserosal leiomyoma of uterus,D252
"Leiomyoma of uterus, unspecified",D259
Other benign neoplasm of cervix uteri,D260
Other benign neoplasm of corpus uteri,D261
Other benign neoplasm of other parts of uterus,D267
"Other benign neoplasm of uterus, unspecified",D269
Benign neoplasm of right ovary,D270
Benign neoplasm of left ovary,D271
